choledochoduodenostomy	koledokoduodenostomi
choledocholithiasis	koledokolityazis
cholelithiasis	kolelityazis
cholepathy	kolepati
cholera	kolera
cholestasis	kolestaz
cholestatic	kolestatik
cholesteatoma	kolesteatom
cholesterin free	kolesterinsiz
cholesterol	kolesterol
cholic acid	kolik asit
choline	kolin
cholinergic	kolinerjik
cholinesterase	kolinesteraz
chondritis	kondrit
chondroblastoma	kondroblastom
chondrocyte	kondrosit
chondroitic acid	kondroitik asit
chondrosarcoma	kondrosarkom
chorda tendinea	korda tendinea
chorea	kore
choreic	koreik
choreic abasia	koreik abazia
choreiform	koreiform
choreoathetosis	koreoatetoz
chorioadenoma	koriyoadenom
chorioamnionitis	koriyoamniyonit
choriocarcinoma	koriyokarsinom
choriomeningitis	koryomenenjit
chorion	koryon
chorionic carcinoma	koryokarsinom
chorioretinitis	koryoretinit
choroid	koroidea
choroidal	koroidal
choroidea	koroidea
choroiditis	koroidit
chromaffin	kromafin
chromatic	kromatik
chromatid	kromatid
chromatin	kromatin
chromatopsia	kromatopsi
chromatosis	pigmentasyon
chromophil	kromofil
chromophobe	kromofob
chromophobe adenoma	kromofob adenom
chromophore	kromofor
chromosomal aberration	kromozom anomalisi
chromosome	kromozom
chromosome analysis	kromozom analizi
chronic	kronik
chronic abscess	kronik apse
chronic appendicitis	kronik apandisit
chronic hemorrhagic anemia	kronik hemorajik anemi
chronicity	kroniklik
chronologic age	kronolojik yaş
chronological	kronolojik
chronometer	kronometre
chvostek's sign	chvostek belirtisi
chylomicron	şilomikron
chymotrypsin	kemotripsin
cicada	ağustos böceği
cicatricial	sikatrisyel
cicatrix	sikatris
cicatrizant	sikatrizan
ciconiformes	leyleksiler
cilia	silia
ciliary	siliger
ciliary body	siliyer cisim
circular	sirküler
circulation	dolaşım
circulatory	sirkülatuar
circumference	çevre
circumflex	sirkumfleks
cirrhosis	siroz
cirrhotic	sirotik
cistern	sisterna
cisterna	sisterna
citrate	v.sitratla:n.sitrat
citrated	v.sitratla:adj.sitratlı
citrated plazma	sitratlı plazma
citric acid	sitrik asit
civet cat	afrika misk kedisi
clamp	klemp
clapotage	klapotaj
classification	sınıflama
claudication	klodikasyon
claustrophobia	klostrofobi
clavicle	klavikula
clavicular	klaviküler
cleft	yarık
cleft palate	yarık damak
climacteric	klimakterik
climacterium	klimakteryum
climate	iklim
climax	doruk
clinic	klinik
clinical	klinik
clinically	klinik olarak
clinician	klinisyen
clip	pens
clitoris	klitoris
cloaca	kloak
clomiphene	klomifen
clonic	klonik
clonus	klonus
clotting	pıhtılaşma
cloudy swelling	bulanık şişme
clump	küme
clumping	kümelenme
co trimoxazole	kotrimoksazol
coagulant	koagülan
coagulase	koagülaz
coagulation	koagülasyon
coagulopathy	koagülopati
coagulum	pıhtı
coalesce	birleş
coarctation	koarktasyon
coarctation of aorta	aort koarktasyonu
cobalt	kobalt
cocaine	kokain
coccidiomycosis	koksidiyomikoz
coccygeal	koksigeal
coccyx	koksiks
cochlea	koklea
cochlear	koklear
codeine	kodein
codex	kodeks
coeliac	çölyak
coelom	sölom
coenzyme	koenzim
coincidence	raslantı
coital	koital
coitus	koitus
cold	soğuk
cold abscess	soğuk apse
cold agglutinin	soğuk aglutinin
cold sore	herpes labialis
cold sweat	soğuk ter
colic	kolik
coliform	koliform
colitis	kolit
collagen	kollajen
collagenase	kollajenaz
collagenous	kollajenöz
collapse	kollaps
collar bone	klaviküla
collateral	kollateral
collateral circulation	kollateral dolaşım
collered flycatcher	ak ayaklı sinekkapan kuşu
collodion	kollodiyon
colloid	kolloid
colloidal	kolloidal
collum	kollum
collyrium	kolir
coloboma	kolobom
colon	kolon
colonization	kolonizasyon
colony	koloni
color blindness	renk körlüğü
colorimeter	kolorimetre
colorimetry	kolorimetri
colostomy	kolostomi
colostomy bag	kolostomi torbası
colostrum	kolostrum
colposcope	kolposkop
colposcopy	kolposkopi
columnar	kolumnar
coma	koma
comatose	komatoz
combination	bileşim
combine	birleştir
comedo	komedon
comissura	komissür
comissure	komissür
comissurotomy	komissürotomi
common bile duct	koledok kanalı
common cold	soğuk algınlığı
comparative anatomy	mukayeseli anatomi
compensation	kompansasyon
compensatory	kompansatuar
compensatory pause	kompansatuar pause
complement	kompleman
complete abortion	komplet abortus
complex	kompleks
complexity	karmaşıklık
complication	komplikasyon
component	bileşen
composition	bileşim
compound	bileşik
compressed air	sıkıştırılmış hava
comprise	içer
compulsive	kompülsif
compulsory	zorunlu
concave	konkav
concavity	konkavlık
concentration	konsantrasyon
concentration camp	temerküz kampı
concession	ödün
concha	konka
concomitant	eşlik eden
conditioned reflex	şartlı refleks
condom	prezervatif
conduction	iletim
condyloma	kondilom
condyloma acuminatum	kondiloma akuminata
cone	koni
confluent	birleşen
confusion	konfüzyon
congenital	konjenital
congenital achromia	albinizm
congenital analgesia	konjenital analjezi
congenital hemolytic anemia	konjenital hemolitik anemi
congested	konjesyone
congestion	konjesyon
conglomerate	küme
congo red	kongo kırmızısı
conization	konizasyon
conjugated	konjuge
conjugation	konjugasyon
conjunctiva	konjunktiva
conjunctival	konjunktival
conjunctivitis	konjunktivit
conscience	vicdan
conscious	bilinçli
consciously	bilinçli bir şekilde
consciousness	bilinçlilik
consensus	fikir birligi
conservative	konservatif
consolidation	birleşme
constipation	konstipasyon
constitutional symptom	genel semptom
constriction	konstriksiyon
constrictive	konstriktif
constrictive pericarditis	konstriktif perikardit
constrictor	konstriktör
constructive	konstrüktif
consultant	konsültan
consultation	konsültasyon
consulting physician	konsültan hekim
consumption coagulopathy	tüketim koagülopatisi
contact	v.temas et:n.temas
contact dermatitis	kontakt dermatit
contagious	bulaşıcı
contagious abortion	infeksiyöz abortus
contain	içer
container	kap
contamination	kirlilik
contiguous	bitişik
contiguous zone	bitişik bölge
continuous suture	kontinü sütür
contour	kontur
contractile	kontraktil
contraction	kontraksiyon
contracture	kontraktür
contraindication	kontrendikasyon
contralateral	kontralateral
contraseption	kontrasepsiyon
contraseptive	kontraseptif
contrast media	kontrast madde
contrast medium	kontrast madde
control animal	kontrol hayvanı
contusion	kontüzyon
convalescence	nekahat
convalescent	nekahat dönemindeki kişi
convergence	konverjans
convergent	konverjan
convergent strabismus	içe şaşılık
convex	konveks
convulsant	konvülzan
convulsion	konvülziyon
convulsive	konvülzif
cooley's anemia	talasemi
coprolalia	koprolali
cor pulmonale	kor pulmonale
coraciforme	gök kuzgunumsu
cord	kord
cornea	kornea
corneal	korneal
corneal reflex	kornea refleksi
coronary	koroner
coronary angiography	koroner anjiyografi
coronary arteriosclerosis	koroner arteriyoskleroz
coronary artery	koroner arter
coronary care	koroner bakım
corpus	korpus
corrective	ıslah edici
correlation	korelasyon
corrosive	korozif
corruptive	bozucu
cortex	korteks
cortical	kortikal
corticosteroid	kortikosteroid
corticosterone	kortikosteron
cortisol	kortizol
cortisone	kortizon
coryza	koriza
cosmetics	güzellik malzemeleri
costa	kosta
costal	kostal
costoclavicular	kostoklaviküler
costovertebral	kostovertebral
cotyledon	kotiledon
cough	v.öksür:n.öksürük
counselling	danışma
counterpulsation	kontrpulzasyon
couple	çift
courage	cesaret
course	gidişat
courtesy	nezaket
couveuse	kuvöz
coverglass	lamel
covert	örtülü
coxa	koksa
coxalgia	koksalji
coxarthrosis	koksartroz
cramp	kramp
craniography	kraniografi
craniotabes	kraniotabes
cranium	kranium
creatinase	kreatineaz
creatine	kreatin
creatinine	kreatinin
cremasteric reflex	kremaster refleksi
crepitant	krepitan
crepitant rale	krepitan ral
crepitation	krepitasyon
crescere	büyü
cresol	krezol
cretinism	kretinizm
cri du chat	cri du chat
cricoid	krikoid
cricoidectomy	krikoidektomi
cricotracheotomy	krikotrakeotomi
criminal abortion	kriminal abortus
criminology	kriminoloji
crisis	kriz
criterion	kriter
critical period of life	klimakteriyum
critical stage	klimakteriyum
critique age	klimakteryum
cross bred	melez
cross eye	şaşılık
cross eyed	şaşı
cross section	transeksiyon
crossed akinesia	çapraz akinezi
croup	krup
crucial	çok önemli
crust	kabuk
cryosurgery	kriyocerrahi
crypt	kript
cryptic	kriptik
cryptomenorrhea	kriptomenore
cryptorchidism	kriptorşizm
cryptorchism	kriptorşizm
crystal	kristal
crystalline penicillin g	kristalize penisilin
crystalloid	kristaloid
cubital	kübital
cuboid	küboid
cuff	manşet
cul de sac	cul de sac
culdocentesis	kuldosentez
culdoscope	kuldoskop
culdoscopy	kuldoskopi
culture medium	kültür ortamı
culture plate	kültür kabı
cumulative	kümülatif
cumulative action	birikim etkisi
curable	kürabl
curassow	ağaç tavuğu
curative	küratif
curettage	kürtaj
curette	küret
curvature	kurvatür
cutaneous	kütanöz
cutaneous absorption	deriden emilim
cutaneous anthrax	deri şarbonu
cutdown	cutdown
cyanocobalamin	siyanokobalamin
cyanosed	siyanoze
cyanosis	siyanoz
cyanotic	siyanotik
cycle	siklus
cyclic albuminuria	siklik albuminüri
cyclitis	siklitis
cyclophosphamide	siklofosfamid
cycloplegia	siklopleji
cyclothymia	siklotimi
cyclothymic personality	siklotimik kişilik
cypcelidae	saksağangiller familyası
cyst	kist
cystadenocarcinoma	kistadenokarsinom
cystadenoma	kistadenom
cystectomy	kistektomi
cystic	kistik
cysticercosis	sistiserkoz
cystine	sistin
cystinosis	sistinozis
cystinuria	sistinüri
cystocele	sistosel
cystoid	kistoid
cystoscope	sistoskop
cystoscopy	sistoskopi
cytogenetics	sitogenetik
cytologic	sitolojik
cytologic smear	sitolojik yayma
cytologist	sitolog
cytology	sitoloji
cytolysis	sitoliz
cytolytic	sitolitik
cytoplasm	sitoplazma
cytoplasmic	sitoplazmik
cytosine	sitozin
cytostatic	sitostatik
cytotoxic	sitotoksik
cytotoxin	sitotoksin
cytotrophoblast	sitotrofoblast
d=derlein's bacillus	döderlein basili
dacryoadenitis	dakriyoadenit
dacryocyst	dakriyosist
dacryocystitis	dakriyosistit
daily dose	günlük doz
daltonism	renk körlüğü
dandruff	kepek
dark adaptation	karanlığa uyum
day nursery	kreş
ddt poisoning	ddt zehirlenmesi
dead birth	ölü doğum
dead space	ölü boşluk
deaf	sağır
deafness	sağırlık
deaminase	deaminaz
deamination	deaminasyon
death rate	ölüm oranı
debridement	debridman
debris	debris
decay	çürü
decidua	desidua
decollement	dekolman
decompensation	dekompansasyon
decompression	dekompresyon
decongestant	dekonjestan
decongestion	dekonjesyon
decongestive	dekonjestan
decubitus	dekübitus
decubitus sore	dekübitus ülseri
deep transverse arrest	derinde transvers duruş
defecation	defekasyon
defect	defekt
defective	defektli
defence	savunma
defence reflex	savunma refleksi
defense mechanism	savunma mekanizması
defibrillation	defibrilasyon
defibrillator	defibrilatör
deficiency	eksiklik
deflection	defleksiyon
deformation	deformasyon
deformity	deformite
degeneration	dejenerasyon
degenerative	dejeneratif
degradation	yıkılma
dehydrated	dehidrate
dehydration	dehidratasyon
dehydrogenase	dehidrojenaz
déja vu	dejavü
delayed reaction	gecikmiş reaksiyon
delayed reflex	gecikmiş refleks
deleterious	zararlı
deletion	delesyon
deliberative	bilinçli
delicious	lezzetli
delirium	deliryum
delirium tremens	deliryum tremens
delivery room	doğum salonu
delphinapteridae	yüzgeçli yunus balığı ailesi
deltoid	deltoid
delusion	delüzyon
demarcation	demarkasyon
dementia	demans
demineralization	demineralizasyon
demonstrative	demonstratif
demyelinated	demiyelinize
demyelination	demiyelinizasyon
denaturation	denatürasyon
denatured	denatüre
dendrite	dendrit
dendrobate	ağaçcıl kurbağa
denervasyon	denervasyon
denomination	ölçü
densitometer	dansitometre
density	yoğunluk
dental	dental
dental abscess	diş apsesi
dental age	diş yaşı
dental alveolus	dental alveol
dental anatomy	dental anatomi
dental plate	diş plağı
dentine	dentin
dentist	diş hekimi
deontology	deontoloji
deoxycorticosterone	deoksikortikosteron
deoxygenation	deoksijenasyon
deoxyribonucleic acid	deoksiribonükleik asit
deoxyribose	deoksiriboz
dependent	bağımlı
depigmentation	depigmentasyon
depigmented	depigmente
depletion	boşalma
depolarization	depolarizasyon
deposit	birikinti
depot preparation	depo preparat
depressant	depresan
depressed	deprese
depresyon	depresyon
deprivation	yoksunluk
derangement	düzensizlik
derivation	derivasyon
derivative	türev
derma	deri
dermabrasion	dermabrazyon
dermal	dermal
dermat	deri
dermatitis	dermatit
dermatologist	dermatolog
dermatology	dermatoloji
dermatomyositis	dermatomiyozit
dermatophyte	dermatofit
dermatosis	dermatoz
dermis	dermis
dermoid	dermoid
desaturated	desatüre
desaturation	desatürasyon
descending	desendan
descriptive anatomy	deskriptif anatomi
desensitization	desensitizasyon
desensitize	desensitize et
desensitized	v.desensitize et:adj.desensitize
desiccant	kurutucu
desmoid	dezmoid
desquamation	deskuamasyon
destruction	destrüksiyon
destructive	destrüktif
detachment	dekolman
deteriorate	kötüleştirme
deterioration	kötüleşme
detestable	tiksindirici
detoxication	detoksikasyon
detoxification	detoksifikasyon
detrimental	zararlı
detrusor	detrusor
devastation	bozukluk
development	gelişme
developmental	gelişimsel
developmental age	gelişimsel yaş
developmental stage	gelişme devresi
deviation	deviasyon
devilfish	ahtapot
devise	geliştir
dextran	dekstran
dextrocardia	dekstrokardi
dextrose	dekstroz
dextroversion	sağa döndürme
diabetes	diabet
diabetes insipidus	diabetes insipidus
diabetes mellitus	diabetes mellitus
diabetic	diabetik
diabetic acidosis	diabetik asidoz
diabetic amaurosis	diabetik amoroz
diacetic acid	asetoasetik asit
diagnose	teşhis et
diagnosis	teşhis
diagnostic	tanısal
dialectic	diyalektik
dialysate	diyalizat
dialyse	diyaliz yap
dialysis	diyaliz
diapedesis	diyapedez
diaper rash	diaper dermatit
diaphoresis	terleme
diaphragm	diyafram
diaphragma	diyafragma
diaphragmatic	diyafragmatik
diaphysis	diyafiz
diarrhea	diyare
diarrheal	diyareik
diastase	diastaz
diastole	diyastol
diastolic	diyastolik
diastolic pressure	diastolik basınç
diathermy	diyatermi
diathesis	diyatez
dicoumarin	dikumarin
dicoumarol	dikumarin
dicrotic	dikrotik
dicrotism	dikrotizm
dicumarin	dikumarin
dicumarol	dikumarin
diearrhea	ishal
diencephalon	diensefalon
diet	diyet
diethylstilbestrol	dietilstilbestrol
dietician	diyetisyen
difference	farklılık
differential diagnosis	ayırıcı tanı
differentiation	ayırım
diffuse	dağıl
diffuse abscess	yaygın apse
diffusion	diffüzyon
digestive	dijestif
digital	dijital
digitalis	dijital
digitalization	dijitalizasyon
digitoksin	dijitoksin
diktyoma	kötücül melonoma
dilatation	dilatasyon
dilatator	dilatör
dilate	genişlet
dilator	dilatör
dilute	dilüe et
diluted	v.dilüe et:adj.dilüe
dilution	dilüsyon
dimercaprol	dimerkaprol
diminute	azalt
diminution	azalma
dimple	gamze
diopter	dioptri
dioptre	dioptri
diphteria	difteri
diphteroid	difteroid
diplegia	dipleji
diplococcus	diplokok
diploid	diploid
diploidy	diploidi
diplopia	diplopi
dipneumona	çift akciğerliler
dipnoi	akciğerli balıklar
dipsomania	dipsomani
dipsomaniac	dipsomanik
dipyridamole	dipiridamol
direct bilirubin	direkt bilirubin
directly	direkt olarak
discharge	akıntı
discoid	diskoid
discomfort	rahatsızlık
discrepancy	zıtlık
discus	disk
disease	hastalık
diseased	hastalıklı
disequilibrium	eşitsizlik
disfunction	disfonksiyon
disfunctional	disfonksiyonel
disgusting	tiksindirici
dishearten	hevesini kır
disinfect	dezenfekte et
disinfecting agent	dezenfektan
disinfection	dezenfeksiyon
disk	disk
dislocation	çıkık
disorder	bozukluk
disorganization	dezorganizasyon
disorientation	dezoryantasyon
disparity	disparite
dispensary	dispanser
disperse	dağıt
dispersion	dispersiyon
displacement	yer değiştirme
disposable syringe	dispozabl enjektör
disproportion	orantısızlık
disruption	yarılma
dissatisfaction	doyumsuzluk
dissect	ayır
dissection	diseksiyon
disseminated	yaygın
dissociation	şaşkınlık
dissolvent	çözücü
distal	distal
distention	distansiyon
distillation	damıtma
distortion	distorsiyon
distress	sıkıntı
disturbance	bozukluk
diuresis	diürez
diuretic	diüretik
diurnal	diurnal
divergence	diverjans
divergent	diverjan
divergent strabismus	dışa şaşılık
diverticulitis	divertikülit
diverticulosis	divertikülozis
diverticulum	divertikül
divided dose	bölünmüş doz
dizygotic	dizigotik
dizziness	baş dönmesi
dizzy	sersem
dizzying	başdöndürücü
doca	doca
doctrine	öğreti
dolichocephalic	dolikosefal
dolichocephaly	dolikosefali
dominant	dominant
donor	donör
dopa	dopa
dopamine	dopamin
dorsal	dorsal
dorsiflexion	dorsofleksiyon
dosage	dozaj
dose	doz
dot	benek
double contrast radiography	çift kontrast radyografi
douche	duş
drain	v.drene et:n.dren
drainage	drenaj
dramatical	dramatik
dramatically	dramatik olarak
drastic	şiddetli
drawback	eksiklik
dread	v.kork:n.korku
dream analysis	rüya yorumu
drepanididae	elbise kuşugiller familyası
dried human plasma	kuru plazma
droplet	damlacık
dropper	damlalık
drowned	boğulmuş
drowsiness	uyuşukluk
drowsy	uyuşuk
drug	ilaç
drug addiction	ilaç alışkanlığı
drug allergy	ilaç allerjisi
drum	timpan zarı
drunkenness	sarhoşluk
drusen	drusen
dry beriberi	kuru beriberi
dry rale	kuru ral
dryness	kuruluk
dubois's abscess	dubois apsesi
duct	kanal
ductus	duktus
ductus arteriosus	duktus arteriyozus
ductus choledochus	koledok kanalı
ductus venosus	duktus venozus
dullness	matite
duodenal	duodenal
duodenectomy	duodenektomi
duodenitis	duodenit
duodenoenterostomy	duodenoenterostomi
duodenography	duodenografi
duodenostomy	duodenostomi
duodenotomy	duodenotomi
duodenum	duodenum
dura mater	dura mater
dwarf	cüce
dwarfism	cücelik
dysacousia	disakuzi
dysarthria	dizartri
dyschromatopsia	diskromatopsi
dyscrasia	diskrazi
dysentery	dizanteri
dysgenesis	disgenezi
dyshidrosis	dishidrozis
dyskinesia	diskinezi
dyslexia	disleksi
dysmenorrhea	dismenore
dysmorphic	dismorfik
dysmorphism	dismorfizm
dysostosis	disostoz
dyspareunia	disparöni
dyspepsia	dispepsi
dysphagia	disfaji
dysphasia	disfazi
dysphonia	disfoni
dysplasia	displazi
dyspnea	dispne
dyspneic	dispneik
dysrhythmia	disritmi
dysrhythmic	disritmik
dysthymia	distimi
dystocia	distosi
dystonia	distoni
dystonic	distonik
dystrophia	distrofi
dystrophy	distrofi
dysuria	dizüri
dysuric	dizürik
ear	kulak
ear drops	kulak damlası
ear trumpet	kulak borusu
earache	kulak ağrısı
eardrum	timpan zarı
early abortion	erken düşük
earth eating	pika
earthropoda	gerçek eklem bacaklılar
ecarteur	ekartör
eccentric	eksantrik
ecchymosis	ekimoz
ecchymotic	ekimotik
eccrine	ekrin
echocardiogram	ekokardiyogram
echocardiographic	ekokardiyografik
echocardiography	ekokardiyografi
echoencephalogram	ekoensefalogram
echoencephalography	ekoensefalografi
echography	ekografi
echolalia	ekolali
echopraxia	ekopraksi
eclampsia	eklampsi
eclamptic	eklamptik
ecmnesia	ekmnezi
ecology	ekoloji
ecomania	ekomani
ecoparasite	ekoparazit
ecosystem	ekosistem
ectasia	ektazi
ecthyma	ektima
ectoderm	ektoderm
ectodermal	ektodermal
ectodermic	ektodermik
ectopia	ektopi
ectopic	ektopik
ectoplasm	ektoplazma
ectopy	ektopi
ectropion	ektropiyon
eczema	ekzema
eczematoid	ekzematoid
eczematous	ekzematöz
edema	ödem
edematous	ödemli
edible	yenebilir
effacement	efasman
effective	efektif
effectiveness	etkililik
efferent	efferent
effervescent	efervesan
efficacy	efikasite
effluent	akıntı
efflux	akma
effluxion	akıntı
effusion	efüzyon
ego	ego
egocentric	egosentrik
egoism	egoizm
egoist	egoist
ejakulate	fırlat
ejakulatio	ejakülasyon
ejakulation	ejakülasyon
ejakulatory	ejakülatuar
ejection	ejeksiyon
elastic	elastik
elastic stocking	elastik çorap
elastin	elastin
elbow	dirsek
elective	elektif
electricity	elektrik
electrocardiogram	elektrokardiyogram
electrocardiograph	elektrokardiyograf
electrocardiography	elektrokardiyografi
electrocauterization	elektrokoterizasyon
electrocautery	elektrokoter
electrocoagulation	elektrokoagülasyon
electrocoagulator	elektrokoagülatör
electrode	elektrod
electroencephalogram	elektroensefalogram
electroencephalograph	elektroensefalograf
electroencephalography	elektroensefalografi
electrolysis	elektroliz
electrolyte	elektrolit
electromyography	elektromiyografi
electron	elektron
electrophoresis	elektroforez
electrophysiologic	elektrofizyolojik
electrophysiology	elektrofizyoloji
electroshock	elektroşok
elephantiasis	elefantiyazis
elevator	elevatör
elimination	eliminasyon
elisa	elısa
elixir	iksir
eliza	elıza
elongation	elongasyon
embolectomy	embolektomi
embolic	embolik
embolic abscess	embolik apse
emboliform	emboliform
embolism	embolizm
embolization	embolizasyon
embolus	embolüs
embrace reflex	moro refleksi
embryo	embriyo
embryology	embriyoloji
embryonal	embriyonel
embryonic	embriyonik
embryopathy	embriyopati
embryotomy	embriyotomi
emerge	çık
emergency	acil durum
emesis	kusma
emetic	kusturucu
emetine	emetin
eminence	tümsek
eminent	seçkin
emmetropia	emmetropi
emotional	duygusal
emotional amenorrhea	emosyonel amenore
empathy	empati
emphysema	amfizem
empiric	ampirik
empyema	ampiyem
emulsion	emülsiyon
enamel	mine
enarthrosis	enartroz
encapsulated	kapsüllü
encapsulation	kapsüllenme
encephalitis	ensefalit
encephalogram	ensefalogram
encephalography	ensefalografi
encephalomeningitis	ensefalomenenjit
encephalomeningocele	ensefalomeningosel
encephalomyelitis	ensefalomiyelit
encephalomyelopathy	ensefalomiyelopati
encephalopathy	ensefalopati
encircle	kuşat
encopresis	enkoprezis
encysted	kapsüllü
encysted abscess	kapsüllü apse
end organ	uç organ
end plate	son plak
end product	son ürün
endarterectomy	endarterektomi
endarteritis	endarterit
endemic	endemik
endoaneurismorraphy	endoanevrizmorafi
endocarditis	endokardit
endocardium	endokard
endocervical	endoservikal
endocervicitis	endoservisit
endocervix	endoserviks
endocranium	dura mater
endocrine	endokrin
endocrinology	endokrinoloji
endocrinopathy	endokrinopati
endoderm	endoderm
endodontics	endodonti
endodontist	endodontist
endogenic	endojen
endogenous	endojen
endometrial	endometriyal
endometrioma	endometriyom
endometriosis	endometriyozis
endometritis	endometrit
endometrium	endometriyum
endomitosis	endomitoz
endoneurium	endonöriyum
endoparasite	endoparazit
endopelvic	pelvis içi
endopericarditis	endoperikardit
endophlebitis	endoflebit
endophtalmitis	endoftalmit
endophyte	endofit
endoplasm	endoplazma
endorser	ciranta
endoscope	endoskop
endoscopy	endoskopi
endospor	endospor
endosteum	endosteum
endostoma	endostom
endothelial	endotelyal
endothelioma	endotelyoma
endothelium	endotel
endothermal	endotermik
endothermy	endotermi
endotoxin	endotoksin
endotracheal	endotrakeal
endurance	dayanıklılık
enema	lavman
engagement	angajman
engorgement	konjesyon
enlargement	büyüme
enophtalmos	enoftalmi
enophtalmus	enoftalmi
enteral absorption	intestinal absorpsiyon
enteric	enterik
enteritis	enterit
enterobiasis	enterobiyazis
enterocele	enterosel
enterococcus	enterokok
enterocolitis	enterokolit
enterogastritis	enterogastrit
enterokinase	enterokinaz
enthusiastic	meraklı
entire	bütün
entirely	tamamen
entitle	hak kazandır
entity	antite
entomology	entomoloji
entoptic	entoptik
entropion	entropiyon
enuresis	enürezis
enuresis nocturna	enürezis nokturna
environment	çevre
environmental	çevresel
enzymatic	enzimatik
enzyme	enzim
eosin	eozin
eosinophil	eozinofil
eosinophilia	eozinofili
eosinophilic	eozinofilik
ependyma	epandim
ependymitis	epandimit
ependymoma	epandimom
ephedrine	efedrin
epicanthus	epikantus
epicardia	epikard
epicardial	epikardiyal
epicardium	epikard
epicondyle	epikondil
epicurean	epikürcü
epidemic	epidemi
epidemical	epidemik
epidemiology	epidemiyoloji
epidermal	epidermal
epidermic	epidermal
epidermis	epiderm
epidermoid	epidermoid
epididymis	epididim
epididymitis	epididimit
epidural	epidural
epidural anesthesia	epidural anestezi
epigastric	epigastrik
epigastric region	epigastriyum
epigastrium	epigastrium
epiglottis	epiglot
epiglottitis	epiglotit
epilation	epilasyon
epilepsia	epilepsi
epilepsy	epilepsi
epileptic	epileptik
epileptic attack	epilepsi nöbeti
epileptiform	epileptiform
epinephrine	adrenalin
epineurium	epinöriyum
epiphora	epifora
epiphysis	epifiz
epiploon	omentum
episclera	episklera
episcleral	episkleral
episcleritis	episklerit
episiotomy	epizyotomi
episodic	epizodik
epispadias	epispadias
epistaxis	epistaksis
epithelial	epitelyal
epithelialization	epitelizasyon
epithelioid	epiteloid
epithelioma	epitelyoma
epithelium	epitel
epithelization	epitelizasyon
epitrochlea	epitroklea
epitrochlear	epitroklear
epulis	epulis
equality	eşitlik
equilibrium	denge
equinocavus	ekinokavus
equinovarus	ekinovarus
equivalence	eşdeğerlik
equivalent	eşdeğer
eradicate	kökünü kazı
eradication	eradikasyon
erect	kaldır
erect position	ayakta dik duruş pozisyonu
erect sitting position	dik oturuş pozisyonu
erectile	erektil
erection	ereksiyon
erg	erg
ergot	ergo
ergotamine	ergotamin
erne	ak kuyruklu kartal
erosion	erozyon
erosive	erozif
erotic	erotik
erotism	erotizm
erotomania	erotomani
erratic	kararsız
error	hata
eruption	erupsiyon
erysipelas	erizipel
erysipeloid	erizipeloid
erythema	eritem
erythema infectiosum	beşinci hastalık
erythema marginatum	eritema marginatum
erythema nodosum	eritema nodozum
erythematous	eritamatöz
erythremia	eritremi
erythroblast	eritroblast
erythroblastosis fetalis	eritroblastozis fetalis
erythrocyte	eritrosit
erythrocyte sedimentation rate	sedimentasyon
erythrocytosis	eritrositoz
erythroid	akyuvar
erythromelalgia	eritromelalji
erythromycin	eritromisin
erythropenia	eritropeni
erythropoiesis	eritropoiez
erythropoietic	eritropoietik
erythropoietin	eritropoietin
esbach's albuminometer	esbach albuminometresi
escalate	tırmandır
esophageal	özofajiyal
esophagitis	özofajit
esophagocele	özofagosel
esophagoduodenostomy	özofagoduodenostomi
esophagoenterostomy	özofagoenterostomi
esophagogastroplasty	özofagogastroplasti
esophagogastrostomy	özofagogastrostomi
esophagography	özofagografi
esophagojejunostomy	özofagojejunostomi
esophagoscope	özofagoskop
esophagoscopy	özofagoskopi
esophagostomy	özofagostomi
esophagotomy	özofagotomi
esophagus	özofagus
esophoria	ezofori
esotropia	ezotropi
essential albuminuria	esansiyel albuminüri
essential amino acid	esansiyel aminoasit
essential anemia	idiopatik anemi
ester	ester
esterase	esteraz
esterification	esterleşme
esterolysis	esteroliz
estradiol	estradiol
estriol	estriol
estrogen	östrojen
estrone	estron
ethambutol	etambutol
ethanol	etil alkol
ether	eter
ethics	etik
ethmoid	etmoid
ethnic	etnik
ethyl	etil
ethyl alcohol	etil alkol
ethylene	etilen
etiologic	etyolojik
etiology	etiyoloji
euphoria	öfori
euphoric	öforik
eustachium	östaki borusu
euthanasia	ötanazi
evacuate	boşalt
evacuation	boşaltma
evaporation	buharlaşma
evidence	kanıt
evisceration	eviserasyon
ewing's sarkoma	ewing sarkomu
exacerbate	alevlen
exacerbation	alevlenme
exaggerate	abart
examination	muayene
exanthem	ekzantem
excentric	eksantrik
excipient	eksipiyan
excision	eksizyon
excitability	uyarılabilirlik
excitable	uyarılabilir
excitation	eksitasyon
excrement	atık
excrete	boşalt
excretion	boşaltım
excretory	ekskretuar
exertional angina	efor anginası
exertional dyspnea	efor dispnesi
exfoliative	eksfolyatif
exitus	ölüm
exocrine	ekzokrin
exogenic	ekzojen
exogenous	ekzojen
exomphalos	omfalosel
exophtalmia	ekzoftalmi
exophtalmic	ekzoftalmik
exophtalmos	ekzoftalmi
exophtalmus	ekzoftalmi
exostosis	ekzostoz
exothermal	ekzotermik
exotoxin	ekzotoksin
exotropia	ekzotropi
expansion	genişleme
expectant mother	gebe kadın
expectorant	ekspektoran
expectoration	ekspektorasyon
experimental	deneysel
experimental animal	deney hayvanı
expirasyon	ekspirasyon
expiratory	ekspiratuar
